user_id_order,isbn_id,rating,book_title,book_author,year_of_publication,publisher,isbn,user_id
26,866,0,Cat &amp; Mouse (Alex Cross Novels),James Patterson,1998,Warner Books,446606189,277195
26,867,0,The Midnight Club,James Patterson,1999,Warner Vision,446606383,277195
26,868,0,Black Friday,James Patterson,1989,Warner Vision,446609323,277195
26,869,0,Dances With Wolves,Michael Blake,1990,Fawcett Books,449134482,277195
138,869,0,Dances With Wolves,Michael Blake,1990,Fawcett Books,449134482,278188
26,870,0,A Pirate Looks at Fifty,Jimmy Buffett,1999,Fawcett Books,449223345,277195
26,871,0,Leonard Maltin's 1999 Movie &amp; Video Guide (Serial),Leonard Maltin,1998,Signet Book,451195825,277195
26,872,0,"The Prophesies of Nostradamus: Including the \Preface to My Son\"" and the \""Epistle to Henry Ii\""""",Nostradamus,1980,Crown Publishers,051730984X,277195
26,873,0,Singin' and Swingin' and Gettin' Merry Like Christmas,Maya Angelou,1985,Bantam Books,553251996,277195
26,874,10,EVEN COWGIRLS GET THE BLUES,TOM ROBBINS,1984,Bantam,055326611X,277195
26,875,0,The Prince of Tides,Pat Conroy,1987,Bantam Books,553268880,277195
8,875,0,The Prince of Tides,Pat Conroy,1987,Bantam Books,553268880,277427
3,875,0,The Prince of Tides,Pat Conroy,1987,Bantam Books,553268880,278418
26,876,0,Of Love and Shadows,Isabel Allende,1988,Bantam Books,553273604,277195
26,877,10,Wild Mind: Living the Writer's Life,Natalie Goldberg,1990,Bantam,553347756,277195
26,878,10,Into the Forest,JEAN HEGLAND,1998,Bantam,553379615,277195
26,879,0,The Alienist,Caleb Carr,1995,Bantam Books,553572997,277195
8,879,0,The Alienist,Caleb Carr,1995,Bantam Books,553572997,277427
230,879,9,The Alienist,Caleb Carr,1995,Bantam Books,553572997,277469
26,880,0,My Life on a Plate,India Knight,2000,Houghton Mifflin Company,618093974,277195
26,881,10,How Stella Got Her Groove Back,Terry McMillan,1996,Viking Books,670869902,277195
200,881,0,How Stella Got Her Groove Back,Terry McMillan,1996,Viking Books,670869902,278144
26,882,0,"GONE FISHIN : Featuring an Original Easy Rawlins Short Story \Smoke\"" (Easy Rawlins Mysteries (Paperback))""",Walter Mosley,1998,Pocket,671010115,277195
26,883,10,She's Come Undone (Oprah's Book Club),Wally Lamb,1998,Pocket,671021001,277195
231,883,7,She's Come Undone (Oprah's Book Club),Wally Lamb,1998,Pocket,671021001,278552
26,884,0,Your Second Child,Joan Solomon Weiss,1981,Summit Books,671256181,277195
26,885,0,SHIPPING NEWS,Annie Proulx,1994,Scribner,671510053,277195
232,885,7,SHIPPING NEWS,Annie Proulx,1994,Scribner,671510053,277915
233,885,8,SHIPPING NEWS,Annie Proulx,1994,Scribner,671510053,278243
234,885,8,SHIPPING NEWS,Annie Proulx,1994,Scribner,671510053,278342
231,885,8,SHIPPING NEWS,Annie Proulx,1994,Scribner,671510053,278552
26,886,10,Color Purple,Alice Walker,1987,Pocket,671647458,277195
26,887,0,"Illuminata: Thoughts, Prayers, Rites of Passage",Marianne Williamson,1994,Random House,679435506,277195
26,888,0,The Way Forward Is With a Broken Heart,Alice Walker,2000,Random House Trade,679455876,277195
26,889,0,Dr. Death: A Novel,Jonathan Kellerman,2000,Random House Trade,679459618,277195
200,889,0,Dr. Death: A Novel,Jonathan Kellerman,2000,Random House Trade,679459618,278144
26,890,0,China Men (Vintage International (Paperback)),MAXINE HONG KINGSTON,1989,Vintage,679723285,277195
26,891,0,A Lesson Before Dying (Vintage Contemporaries),Ernest J. Gaines,1994,Random House Inc,679741666,277195
26,892,0,"Girl, Interrupted",SUSANNA KAYSEN,1994,Vintage,679746048,277195
53,892,0,"Girl, Interrupted",SUSANNA KAYSEN,1994,Vintage,679746048,278633
26,893,0,DIVIDED LIVES,Elsa Walsh,1995,Simon &amp; Schuster,684804018,277195
26,894,0,COMANCHE MOON : A Novel (Lonesome Dove/Larry Mcmurtry),Larry McMurtry,1997,Simon &amp; Schuster,684807548,277195
26,895,0,ONE DAY MY SOUL JUST OPENED UP : 40 DAYS AND 40 NIGHTS TOWARD SPIRITUAL STRENGTH AND PERSONAL GROWTH,Iyanla Vanzant,1998,Fireside,684841347,277195
26,896,0,Transformation Soup : Healing for the Splendidly Imperfect,Sark,2000,Fireside,684859769,277195
26,897,0,Observer's Book of Wild Flowers (New Observer's Pocket S.),ILLUS. R.B. DAVIS FRANCIS ROSE,1983,Frederick Warne / Observer,723216428,277195
26,898,0,The Royal Physician's Visit: A Novel,Per Olov Enquist,2002,Washington Square Press,743458036,277195
26,899,0,I Left My Back Door Open,April Sinclair,1999,Hyperion,786862297,277195
26,900,0,Kitchen,Banana Yoshimoto,1993,Pub Group West,802115160,277195
26,901,0,Ordinary Love and Good Will,Jane Smiley,1991,Ivy Books,804107149,277195
235,901,0,Ordinary Love and Good Will,Jane Smiley,1991,Ivy Books,804107149,277832
26,902,0,Sabine's Notebook: In Which the Extraordinary Correspondence of Griffin &amp; Sabine Continues,Nick Bantock,1992,Chronicle Books,811801802,277195
8,902,0,Sabine's Notebook: In Which the Extraordinary Correspondence of Griffin &amp; Sabine Continues,Nick Bantock,1992,Chronicle Books,811801802,277427
26,903,0,Up to No Good: The Rascally Things Boys Do,Kitty Harmon,2000,Chronicle Books,811826880,277195
26,904,0,Cacti and Succulents (Practical Gardener Series),Clive Innes,1990,Smithmark Pub,831771690,277195
26,905,0,"And Now, and Here: On Death, Dying and Past Lives",Osho,1995,"C. W. Daniel Company, Ltd.",852072864,277195
26,906,0,The Natural Superiority of the Left-Hander,James T. De Kay,1979,M. Evans and Company,871313073,277195
26,907,0,Your Personal Trainer,Douglas Brooks,1999,Human Kinetics Publishers,088011861X,277195
26,908,0,Me and You,Margaret Diehl,1990,Soho Press,939149311,277195
26,909,0,Hot Plastic,Peter Craig,2004,Hyperion,1401300448,277195
26,910,0,"A Child Called \It\"": One Child's Courage to Survive""",Dave Pelzer,1995,Health Communications,1558743669,277195
26,911,0,Conversations With God : An Uncommon Dialogue (Book 2),Neale Donald Walsch,1997,Hampton Roads Publishing Company,1571740562,277195
26,912,0,The Last Time I Wore a Dress,Daphne Scholinski,1997,Riverhead Books,1573220779,277195
26,913,10,High Maintenance,Jennifer Belle,2001,Riverhead Hardcover,1573221856,277195
26,914,0,Signals:  An Inspiring Story of Life After Life,Joel Rothschild,2000,New World Library,1577311507,277195
26,915,0,Sleeping Where I Fall: A Chronicle,Peter Coyote,1999,Counterpoint Press,158243011X,277195
26,916,0,The Walking Wounded,Marina Snow,2001,Lost Coast Press,1882897579,277195
236,917,0,"Sentinels (Starshield, Book 1)",Margaret Weis,1996,Ballantine Books,345397606,277196
236,918,0,Swords Trilogy,Michael Moorcock,1977,Penguin Putnam~mass,425034682,277196
236,919,0,Warrior Class,Dale Brown,2002,Berkley Publishing Group,425184463,277196
236,920,0,Q Clearance,Peter Benchley,1987,Jove Books,441694004,277196
236,921,10,Fraternity of Stone,DAVID MORRELL,2003,Ballantine Books,449209733,277196
236,922,7,Doom of the Darksword (Darksword Trilogy),Margaret Weis,1988,Bantam,553271644,277196
236,923,0,Spy Catcher: The Candid Autobiography of a Senior Intelligence Officer,Peter Wright,1987,Penguin USA,670820555,277196
236,924,0,RED OMEGA,Kelli M. Gary,1983,Pocket,671446703,277196
236,925,0,An ALTOGETHER NEW BOOK OF TOP TEN LISTS LATE NIGHT DAVID LETTERMAN,David Letterman,1991,Pocket,671749013,277196
236,926,0,Dilemma,Jon Cleary,2000,William Morrow &amp; Company,688171923,277196
236,927,0,Fleeced : A Regan Reilly Mystery (Regan Reilly Mysteries (Hardcover)),Carol Higgins Clark,2001,Scribner,743205812,277196
11,927,0,Fleeced : A Regan Reilly Mystery (Regan Reilly Mysteries (Hardcover)),Carol Higgins Clark,2001,Scribner,743205812,278843
236,928,0,Children of the Night,Mercedes Lackey,1990,Tor Books,812521129,277196
236,929,0,Cosmic Conflict: Good and Evil Wage War for Planet Earth,Ellen Gould Harmon White,1983,Shelter Publications,828002118,277196
236,930,0,The Screaming Skull and Other Great American Ghost Stories,David Hartwell,1995,Tor Books (Mm),812551788,277196
237,931,8,The Beach House,James Patterson,2002,"Little, Brown",316969680,277197
199,931,0,The Beach House,James Patterson,2002,"Little, Brown",316969680,278346
237,932,7,White Teeth: A Novel,Zadie Smith,2001,Vintage Books USA,375703861,277197
238,932,10,White Teeth: A Novel,Zadie Smith,2001,Vintage Books USA,375703861,277235
237,933,8,One False Move (Myron Bolitar Mysteries (Paperback)),HARLAN COBEN,1999,Dell,440225442,277197
237,934,0,Dr. Atkin's Diet Revolution,ROBERT C. ATKINS,1981,Bantam,553271571,277197
3,934,10,Dr. Atkin's Diet Revolution,ROBERT C. ATKINS,1981,Bantam,553271571,278418
237,935,0,Daddy's Little Girl,Mary Higgins Clark,2002,Simon &amp; Schuster,743206045,277197
79,935,10,Daddy's Little Girl,Mary Higgins Clark,2002,Simon &amp; Schuster,743206045,277523
9,935,7,Daddy's Little Girl,Mary Higgins Clark,2002,Simon &amp; Schuster,743206045,278026
200,935,0,Daddy's Little Girl,Mary Higgins Clark,2002,Simon &amp; Schuster,743206045,278144
237,936,6,Mount Vernon Love Story : A Novel of George and Martha Washington,Mary Higgins Clark,2002,Simon &amp; Schuster,743229878,277197
239,937,8,"Eeyore, Be Happy (Little Golden Book)",Don Ferguson,1996,Western Publishing Company,030700645X,277203
3,937,0,"Eeyore, Be Happy (Little Golden Book)",Don Ferguson,1996,Western Publishing Company,030700645X,278418
239,938,8,Disney's The Lion King (A Golden Look-Look Book),M. Hover,1994,Random House Childrens Books,307127923,277203
3,938,0,Disney's The Lion King (A Golden Look-Look Book),M. Hover,1994,Random House Childrens Books,307127923,278418
239,939,8,Winnie the Pooh and the Honey Tree (Little Golden Books),Golden Books,1995,Western Publishing Company,307302016,277203
3,939,0,Winnie the Pooh and the Honey Tree (Little Golden Books),Golden Books,1995,Western Publishing Company,307302016,278418
239,940,8,The Grand and Wonderful Day (Little Golden Book),Mary Packard,1995,Western Publishing Company,307302636,277203
3,940,0,The Grand and Wonderful Day (Little Golden Book),Mary Packard,1995,Western Publishing Company,307302636,278418
239,941,8,"Eeyore, You're the Best (Disney's Pooh)",Ann Braybrooks,1996,Random House Childrens Books,307987655,277203
239,942,8,Something Special,David M. McPhail,1988,Little Brown &amp; Co,316563242,277203
3,942,0,Something Special,David M. McPhail,1988,Little Brown &amp; Co,316563242,278418
239,943,0,The Indian in the Cupboard,Lynne Reid Banks,1999,HarperTrophy,380600129,277203
8,943,0,The Indian in the Cupboard,Lynne Reid Banks,1999,HarperTrophy,380600129,277427
100,943,8,The Indian in the Cupboard,Lynne Reid Banks,1999,HarperTrophy,380600129,278137
3,943,0,The Indian in the Cupboard,Lynne Reid Banks,1999,HarperTrophy,380600129,278418
239,944,0,The Return of the Indian (Indian in the Cupboard),Lynne Reid Banks,1999,HarperTrophy,380702843,277203
8,944,8,The Return of the Indian (Indian in the Cupboard),Lynne Reid Banks,1999,HarperTrophy,380702843,277427
3,944,0,The Return of the Indian (Indian in the Cupboard),Lynne Reid Banks,1999,HarperTrophy,380702843,278418
239,945,0,The Secret of the Indian (Indian in the Cupboard),Lynne Reid Banks,1999,HarperTrophy,380710404,277203
239,946,9,The Cat in the Hat,Dr. Seuss,1957,Random House Books for Young Readers,039480001X,277203
239,947,9,The Cat in the Hat Comes Back (I Can Read It All by Myself Beginner Books),Dr. Seuss,1958,Random House Books for Young Readers,394800028,277203
239,948,9,Are You My Mother?,Philip D. Eastman,1960,Random House Children's Books,394800184,277203
239,949,8,Hop on Pop (I Can Read It All by Myself Beginner Books),Dr. Seuss,1963,Random House Books for Young Readers,039480029X,277203
240,949,10,Hop on Pop (I Can Read It All by Myself Beginner Books),Dr. Seuss,1963,Random House Books for Young Readers,039480029X,278238
239,950,8,Bears on Wheels (Bright &amp; Early Books),STAN BERENSTAIN,1969,Random House Books for Young Readers,039480967X,277203
3,950,0,Bears on Wheels (Bright &amp; Early Books),STAN BERENSTAIN,1969,Random House Books for Young Readers,039480967X,278418
239,951,8,Winnie the Pooh and Tigger Too,A. A. Milne,1976,Random House Children's Books,394925696,277203
239,952,8,Franklin Goes to the Hospital (Franklin),Sharon Jennings,2000,Scholastic,439083702,277203
239,953,8,Show-And-Tell Surprise: Clifford the Big Red Dog (Big Red Reader Series),Teddy Margules,2001,Scholastic,439213592,277203
239,954,6,"The Racecar Monster (Scooby-Doo Picture Clue, 8)",Gail Herman,2001,Scholastic,439242363,277203
239,955,9,Clifford's Class Trip (Clifford),Norman Bridwell,2003,Scholastic,439449316,277203
239,956,8,Scooby-Doo on Zombie Island (Scooby-Doo),Gail Herman,1998,Scholastic,590386522,277203
3,956,0,Scooby-Doo on Zombie Island (Scooby-Doo),Gail Herman,1998,Scholastic,590386522,278418
239,957,9,Clifford's Christmas,Norman Bridwell,1986,Scholastic,590402218,277203
239,958,8,Witch's Christmas,Norman Bridwell,1986,Scholastic,590404342,277203
239,959,9,Clifford and the Grouchy Neighbors (Clifford the Big Red Dog (Paperback)),Norman Bridwell,1985,Scholastic,590442619,277203
239,960,9,Clifford's Birthday Party (Clifford the Big Red Dog (Paperback)),Norman Bridwell,1990,Scholastic,590442791,277203
239,961,9,"Clifford's Kitten (Clifford, the Big Red Dog)",Norman Bridwell,1994,Cartwheel Books,590442805,277203
239,962,9,Clifford Goes to Hollywood (Clifford Storybooks),Norman Bridwell,1990,Cartwheel Books,590442899,277203
239,963,9,"Clifford, the Big Red Dog (Clifford the Big Red Dog (Paperback))",Norman Bridwell,1985,Scholastic,059044297X,277203
239,964,8,Working Hard With the Busy Fire Truck,Jordan Horowitz,1993,Scholastic,059046602X,277203
239,965,7,Winter Wonderland (Read with Me Cartwheel Books (Scholastic Paperback)),Dick Smith,1996,Scholastic,590466577,277203
239,966,0,Our Favorite Creatures (Kratts' Creatures),Martin Kratt,1996,Scholastic Paperbacks (T),059053744X,277203
239,967,10,Clifford's Sports Day,Norman Bridwell,1996,Scholastic,590629719,277203
239,968,9,Clifford's First Valentine's Day,Norman Bridwell,1997,Scholastic,590921622,277203
239,969,8,A Field of Sunflowers (Read-With-Me),Neil Johnson,1997,Cartwheel Books (Scholastics),590965492,277203
239,970,7,My Book of Inventions (Jimmy Neutron),Lara Bergen,2001,Simon Spotlight/Nickelodeon,689845405,277203
239,971,8,Dizzy and Muck Work It Out (Bob The Builder),Annie Auerbach,2002,Simon Spotlight,689847564,277203
239,972,8,Disney's: The Little Mermaid (Disney's Wonderful World of Reading),Walt Disney,0,Stoddart+publishing,717283194,277203
239,973,8,Prince and the Pauper Walt Disney,Disney,1993,Stoddart+publishing,717283208,277203
239,974,8,Disney's Beauty and the Beast,First American Edition,1993,Grolier Book club Edition,717283275,277203
239,975,8,Jungle Book,Walt Disney,0,Stoddart+publishing,717283364,277203
239,976,8,Aladdin,Walt Disney,0,Stoddart+publishing,717283372,277203
239,977,8,101 Dalmatians,Walt Disney,1995,Stoddart+publishing,717284832,277203
239,978,8,Disney's Pocahontas (Disney's Wonderful World of Reading),Walt Disney,1995,Grolier Book Club Edition,717284972,277203
239,979,8,Dumbo,Walt Disney,1996,Walt Disney,717287017,277203
239,980,8,Disney's The Hunchback of Notre Dame,Ronald Kidd,1996,Grolier Books,717287106,277203
239,981,7,Dreaming Numbers: A Counting Book (Toddler Books),Eugenie Fernandes,1990,Penguin U S A,721452728,277203
239,982,8,Disney's Where Is the Heffalump?: A Lift-The-Flap Book (Lift the Flaps (Mouse Works (Firm)).),Kathleen Weider Zoehfeld,1999,Mouse Works,736401113,277203
239,983,8,If You Were a Firefighter (If You Were a...),Virginia Schomp,1998,Benchmark Books (NY),761406158,277203
239,984,7,Rapunzel,Landoll,1999,Landoll,769600239,277203
239,985,10,"Mama, Do You Love Me?",Barbara M. Joosse,1991,Chronicle Books,087701759X,277203
239,986,7,Don't Forget The Oatmeal! A Word Book (Sesame Street Book Club),B. G. Ford,1993,Reader's Digest,895777010,277203
3,986,0,Don't Forget The Oatmeal! A Word Book (Sesame Street Book Club),B. G. Ford,1993,Reader's Digest,895777010,278418
239,987,9,If I Found a Wistful Unicorn: A Gift of Love,Ann Ashford,2002,Peachtree Publishers,1561452718,277203
239,988,9,Winnie the Pooh's Bedtime Stories,Bruce Talkington,1994,Disney Press,1562826468,277203
239,989,9,The Wizard of Oz,L. Frank Baum,1998,Tormont Publications,2764104936,277203
241,990,7,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1988,Pocket,671664964,277205
242,991,8,A Painted House,John Grisham,2001,Dell Publishing Company,044023722X,277212
243,991,0,A Painted House,John Grisham,2001,Dell Publishing Company,044023722X,277411
3,991,0,A Painted House,John Grisham,2001,Dell Publishing Company,044023722X,278418
244,992,7,Isabel's Bed,Elinor Lipman,1998,Washington Square Press,671015648,277220
245,993,6,Mars and Venus on a Date : A Guide to Navigating the 5 Stages of Dating to Create a Loving and Lasting Relationship,John Gray,1998,HarperTorch,61044636,277228
245,994,0,Betty White in Person,Betty White,1987,Bantam Dell Pub Group,385239165,277228
245,995,0,Growth in Grandmothering,Barbara B. Smith,1986,Deseret Book Co,884946169,277228
245,996,8,Feathers and rings: A novel,Jean Z Liebenthal,1993,Bookcraft,884948706,277228
246,997,7,The Amazing Adventures of Kavalier &amp; Clay,Michael Chabon,2001,Picador,312282990,277229
247,998,6,Wisdom Distilled from the Daily: Living the Rule of St. Benedict Today,Joan Chittister,1991,HarperSanFrancisco,60613998,277230
247,999,7,Balzac and the Little Chinese Seamstress,Dai Sijie,2001,Alfred A. Knopf,037541309X,277230
247,1000,5,The Education of Little Tree (A Zia Book),Forrest Carter,1986,University of New Mexico Press,826308791,277230
248,1001,0,The Stone Diaries,Carol Shields,1995,Penguin Books,014023313X,277231
238,1002,6,Girl in Hyacinth Blue,Susan Vreeland,2000,Penguin Books,014029628X,277235
8,1002,0,Girl in Hyacinth Blue,Susan Vreeland,2000,Penguin Books,014029628X,277427
249,1002,0,Girl in Hyacinth Blue,Susan Vreeland,2000,Penguin Books,014029628X,277962
238,1003,7,Up a Road Slowly,Irene Hunt,2003,Berkley Publishing Group,425188175,277235
250,1004,7,The Devil Wears Prada : A Novel,LAUREN WEISBERGER,2003,Doubleday,038550926X,277237
251,1005,3,Ramona Forever (Ramona Quimby (Paperback)),Beverly Cleary,1985,Yearling Books,440772109,277240
252,1006,5,Counterstrike,Sean Flannery,1991,Tor Books (Mm),812514440,277242
253,1007,8,Nightshade,John Saul,2001,Ballantine Books,449005909,277243
254,1008,0,While I Was Gone,Sue Miller,1999,Ballantine Books,345443284,277244
109,1008,0,While I Was Gone,Sue Miller,1999,Ballantine Books,345443284,277478
255,1008,5,While I Was Gone,Sue Miller,1999,Ballantine Books,345443284,277807
254,1009,0,The White Boy Shuffle,Paul Beatty,1996,Houghton Mifflin Company,395742803,277244
254,1010,0,The Voice of the Night,Dean R. Koontz,1996,Berkley Publishing Group,425128164,277244
254,1011,8,Icon,Frederick Forsyth,1996,Random House,055347782X,277244
254,1012,0,Ironweed,William Kennedy,1982,Penguin USA,670401765,277244
254,1013,10,"The shadow of the winter palace: Russia's drift to revolution, 1825-1917",Edward Crankshaw,1976,Viking Press,670637823,277244
254,1014,8,To the Hermitage,Malcolm Bradbury,2001,Overlook Press,1585671312,277244
256,1015,0,The Pilot's Wife : A Novel,Anita Shreve,1999,Back Bay Books,316601950,277245
257,1015,9,The Pilot's Wife : A Novel,Anita Shreve,1999,Back Bay Books,316601950,277535
258,1015,6,The Pilot's Wife : A Novel,Anita Shreve,1999,Back Bay Books,316601950,278007
138,1015,0,The Pilot's Wife : A Novel,Anita Shreve,1999,Back Bay Books,316601950,278188
11,1015,0,The Pilot's Wife : A Novel,Anita Shreve,1999,Back Bay Books,316601950,278843
96,1015,9,The Pilot's Wife : A Novel,Anita Shreve,1999,Back Bay Books,316601950,243
259,1016,10,Girl with a Pearl Earring,Tracy Chevalier,2001,Plume Books,452282152,277246
260,1016,8,Girl with a Pearl Earring,Tracy Chevalier,2001,Plume Books,452282152,277517
261,1016,8,Girl with a Pearl Earring,Tracy Chevalier,2001,Plume Books,452282152,277901
262,1016,8,Girl with a Pearl Earring,Tracy Chevalier,2001,Plume Books,452282152,278075
263,1017,9,The Self-Made Snowman,Fernando Krahn,1974,Harpercollins Library,397314728,277256
264,1018,8,Pandora: New Tales of the Vampires (New Tales of the Vampires),Anne Rice,1999,Ballantine Books,345422384,277257
265,1019,5,"The Riverside Anthology of Literature, Third Edition",Douglas Hunt,1997,Houghton Mifflin Company,395760704,277262
266,1020,10,"Marching Through Culpeper : A Novel of Culpeper, Virginia, Crossroads of the Civil War",Virginia Beard Morton,2000,Edgehill Books,615116426,277265
267,1021,6,"First Love, Second Chances: A Novel",Anita Stansfield,1995,Covenant Communications,1555037763,277269
268,1022,8,Why I Am a Catholic,Garry Wills,2002,Houghton Mifflin Company,618134298,277271
269,1023,0,"Reino del Dragon de Oro, El",Isabel Allende,2003,Rayo,60591706,277272
269,1024,7,Joe Gould's Secret,Joseph Mitchell,1999,Vintage Books USA,375708049,277272
269,1025,0,Chocolat,Joanne Harris,2000,Black Swan,552998486,277272
269,1026,0,Cada homem Ã© uma raÃ§a: EstÃ³rias (Uma Terra sem amos),Mia Couto,1990,Caminho,9722100718,277272
269,1027,0,Cartas a Sandra (Obras de VergÃ­lio Ferreira),VergÃ­lio Ferreira,1996,Bertrand Editora,9722509713,277272
269,1028,4,As mulheres deviam vir com livro de instruÃ§Ãµes (Campo da literatura),Manuel Jorge Marmelo,1999,Campo das Letras,9726101794,277272
270,1029,8,Bomb the Suburbs,William Upski Wimsatt,1999,Pub Group West,1887128441,277274
271,1030,9,Plain and Simple : A Journey to the Amish (Ohio),Sue Bender,1991,HarperSanFrancisco,62501860,277281
272,1031,7,Special Circumstances,SHELDON SIEGEL,2001,Bantam,553581929,277284
8,1031,9,Special Circumstances,SHELDON SIEGEL,2001,Bantam,553581929,277427
9,1031,0,Special Circumstances,SHELDON SIEGEL,2001,Bantam,553581929,278026
273,1032,9,"The Minority Report and Other Classic Stories (Dick, Philip K. Short Stories.)",Philip K. Dick,2002,Citadel Press,806523794,277285
274,1033,0,From Potter's Field,Patricia Daniels Cornwell,1996,Berkley Publishing Group,425154092,277288
8,1033,0,From Potter's Field,Patricia Daniels Cornwell,1996,Berkley Publishing Group,425154092,277427
275,1034,10,Goodnight Kiss  (Fear Street Super Chiller),R. L. Stine,1992,Simon Pulse,671738232,277291
3,1034,0,Goodnight Kiss  (Fear Street Super Chiller),R. L. Stine,1992,Simon Pulse,671738232,278418
276,1035,8,Death Qualified (Barbara Holloway Novels (Paperback)),Kate Wilhelm,2002,Mira,1551668726,277292
277,1036,4,Track of the Cat (Anna Pigeon Mysteries (Paperback)),Nevada Barr,1994,Avon Books,380721643,277293
278,1037,6,Shadows of Yesterday,Sandra Brown,1992,Warner Books,446360716,277314
279,1038,8,Divine Secrets of the Ya-Ya Sisterhood : A Novel,Rebecca Wells,1996,HarperCollins,60173289,277315
162,1038,0,Divine Secrets of the Ya-Ya Sisterhood : A Novel,Rebecca Wells,1996,HarperCollins,60173289,277928
95,1038,0,Divine Secrets of the Ya-Ya Sisterhood : A Novel,Rebecca Wells,1996,HarperCollins,60173289,277965
11,1038,9,Divine Secrets of the Ya-Ya Sisterhood : A Novel,Rebecca Wells,1996,HarperCollins,60173289,278843
279,1039,5,Little Altars Everywhere: A Novel,Rebecca Wells,1996,Perennial,60976845,277315
280,1039,0,Little Altars Everywhere: A Novel,Rebecca Wells,1996,Perennial,60976845,278692
11,1039,0,Little Altars Everywhere: A Novel,Rebecca Wells,1996,Perennial,60976845,278843
281,1039,9,Little Altars Everywhere: A Novel,Rebecca Wells,1996,Perennial,60976845,165
282,1040,9,Prometheus Rising,Robert Anton Wilson,1992,New Falcon Publications,1561840564,277317
283,1041,0,The Left Hand of Darkness (Remembering Tomorrow),Ursula K. Le Guin,1991,ACE Charter,441478123,277330
133,1041,10,The Left Hand of Darkness (Remembering Tomorrow),Ursula K. Le Guin,1991,ACE Charter,441478123,278582
284,1042,0,Die PÃ?Â¤pstin.,Donna Woolfolk Cross,1998,Aufbau Tb,3746614007,277338
285,1043,0,Enterprise One to One: Tools for Competing in the Interactive Age,Don Peppers,1997,Bantam Doubleday Dell Publishing Group,385482051,277340
285,1044,0,The One to One Manager: Real-World Lessons in Customer Relationship Management,Don Peppers,1999,Doubleday Books,385494084,277340
285,1045,0,Take Time for Your Life: A Personal Coach's Seven-Step Program for Creating the Life You Want,Cheryl Richardson,1999,Broadway Books,767902076,277340
286,1046,9,Atonement Child,Francine Rivers,1999,Tyndale House Publishers,084230052X,277341
287,1047,8,Der Talentierte Mr. Ripley,Patricia Highsmith,2000,Diogenes Verlag AG,3257204817,277343
288,1048,7,Midnight Graffiti,James Van Hise,1992,Warner Books,446363073,277348
289,1049,0,Temperatursprung: Deutsche VerhÃ¤ltnisse (Edition Suhrkamp),Friedrich Dieckmann,1995,Suhrkamp,3518119249,277351
289,1050,5,Der Tod in Venedig,T. Mann,1995,"International Book Import Service, Incorporat",3596200547,277351
289,1051,5,Im Luftschloss meines Vaters: ErzÃ¤hlung,Katrine von Hutten,1983,Arche,3716020028,277351
289,1052,7,Das zerstÃ?Â¶rte Nest.,Rabindranath Tagore,1994,Manesse-Verlag,3717581546,277351
289,1053,6,Die WÃ¼rde des Menschen ist antastbar: AufsÃ¤tze und Polemiken (Wagenbachs TaschenbÃ¼cherei),Ulrike Marie Meinhof,1980,Wagenbach,3803120624,277351
290,1054,8,On the Street Where You Live,Mary Higgins Clark,0,Simon Schuster Macmillan,739417096,277353
291,1055,4,"Paradise Kiss, Book 3",Ai Yazawa,2002,Tokyopop,1591820537,277359
291,1056,0,"Paradise Kiss, Book 2",Ai Yazawa,2002,Tokyopop,1931514615,277359
292,1057,1,Lost,Gregory Maguire,2001,ReganBooks,60393823,277363
292,1058,8,Life of Pi,Yann Martel,2003,Harvest Books,156027321,277363
293,1058,8,Life of Pi,Yann Martel,2003,Harvest Books,156027321,277959
233,1058,8,Life of Pi,Yann Martel,2003,Harvest Books,156027321,278243
292,1059,0,The Lady Mechanic's Total Car Care for the Clueless : A Manual for Car Owners,Ren Volpe,1998,St. Martin's Griffin,312187335,277363
292,1060,5,Lewis Grizzard on Fear of Flying,Lewis Grizzard,1989,Natl Book Network,929264215,277363
294,1061,5,Blind Spot,Barbara Shapiro,1998,Harper Mass Market Paperbacks (Mm),61011509,277364
294,1062,5,The Perfect Husband,LISA GARDNER,1997,Bantam,553576801,277364
295,1063,10,The Sigma Protocol,Robert Ludlum,2001,St. Martin's Press,312276885,277367
296,1064,7,GUMP &amp; CO,Winston Groom,1995,Atria,671521705,277374
108,1065,0,Minus Time,Catherine Bush,0,Harpercollins Publisher,6485294,277378
108,1066,0,"28 Barbary Lane : A \Tales of the City\"" Omnibus""",Armistead Maupin,1990,HarperCollins,60164662,277378
108,1067,0,Biology,Kenneth R. Miller,1998,Pearson Prentice Hall,134342283,277378
108,1068,0,Biology Study Guide,Kenneth Miller,1995,Pearson Prentice Hall,138030405,277378
108,1069,0,Impact: A Guide to Business Communication (Esl English 2nd Language Series),Margot Northey,1997,Prentice Hall of Canada Ltd,013838939X,277378
108,1070,0,"I, Claudius: From the autobiography of Tiberius Claudius, Emperor of the Romans, born 10 B.C., murdered and deified A.D. 54",Robert Graves,1978,Penguin Books,140003185,277378
108,1071,0,Brideshead Revisited,Evelyn Waugh,0,Penguin Putnam~mass,140008217,277378
108,1072,0,The End of the Affair,Graham Greene,1970,Penguin Books Ltd,140017852,277378
108,1073,6,The Clear Light of Day (King Penguin S.),Anita Desai,1981,Penguin Books Ltd,140058605,277378
