CASENUM,CLMSEX,CLMINSUR,SEATBELT,CLMAGE,LOSS,ATTORNEY
10766,1,1,0,45,3.65,0
10779,0,1,0,7,0.03,1
10809,1,1,0,,1.4,1
10839,0,1,0,49,4.378,0
10840,1,,0,11,0.4,1
10918,0,1,1,11,0.906,0
10941,0,1,0,10,3.371,0
10970,0,1,0,30,4.37,0
10976,1,1,0,,0.75,1
11000,0,,,31,0.439,1
11001,1,1,0,4,0.135,1
11057,0,1,0,15,1,0
11008,0,1,0,84,1.43,0
11004,0,1,0,,0.138,1
11036,1,1,0,11,4.506,1
11059,1,1,0,48,7.196,0
11079,0,1,0,40,3.15,1
11089,0,1,0,11,0.646,0
11090,1,1,,35,0.87,1
11099,1,0,0,55,1.769,0
11186,1,1,0,,67.697,0
11308,0,1,0,33,1.337,0
11335,1,1,0,14,0.175,1
11360,1,1,0,7,0.431,1
11376,1,1,0,11,0.66,1
11446,1,1,0,30,0.3,1
11461,1,1,0,33,1,0
11537,0,1,0,,0.07,1
11581,0,1,0,53,3.839,1
11654,1,1,0,45,1.45,1
11687,0,1,0,33,1.985,0
11704,0,1,0,,4.434,1
11700,1,1,0,40,3.6,0
11718,1,1,0,,3.915,0
11730,1,0,0,11,7.999,0
11766,0,,,38,0.318,1
11796,0,1,0,37,8.075,1
11838,0,1,0,0,0.09,0
11873,1,0,0,3,0.051,0
11886,0,,,1,0.3,0
11900,0,0,0,,5.57,0
11913,1,1,0,6,0.886,1
11933,1,1,,53,1.675,1
11941,1,1,0,43,9.849,0
11949,1,1,0,11,4.115,0
11961,0,1,0,30,9.685,0
13006,0,1,0,77,0.05,1
13010,1,1,0,16,0.07,1
13069,1,1,0,0,0.015,1
13071,0,0,0,40,1.988,1
13091,1,0,0,9,1.431,1
13098,1,1,0,6,0.576,0
13000,0,1,0,50,1.061,0
13004,0,1,0,,0.99,1
13019,0,1,0,16,1.8,1
13048,0,1,0,16,3.74,0
13050,1,1,0,70,17.404,0
13080,1,1,0,70,4.637,1
13090,0,1,0,8,4.01,0
13100,1,0,0,10,0.709,0
13153,1,1,0,9,0.405,1
13179,,1,0,50,0.8,1
13308,0,1,0,44,3.434,1
13339,1,1,0,34,0.795,1
13354,0,1,0,,3.33,1
13380,0,1,0,,1.645,0
13385,0,1,0,39,8.815,0
13404,1,1,0,6,0.4,1
13430,1,1,0,,0.54,1
13470,1,0,0,10,1.001,1
13471,0,1,0,14,7.185,0
13500,0,1,0,34,4.5,0
13513,1,0,0,43,0.088,1
13514,0,1,0,10,1.073,0
13543,1,0,0,19,0.83,0
13548,0,1,0,56,0.647,1
13551,0,1,0,44,3.685,0
13559,1,0,0,47,0.698,1
13570,1,1,0,6,0.05,0
13658,,1,0,17,1.039,0
13675,1,1,0,10,3.049,0
13681,1,1,0,,0.5,1
13697,1,1,0,51,1.11,0
13748,1,1,0,30,1.1,0
13764,1,1,0,18,1.86,1
13788,1,1,0,7,0.379,1
13795,1,1,0,33,0.054,0
13801,1,1,0,50,5.873,1
13879,1,1,0,18,6.198,1
13893,1,0,0,46,0.075,1
13900,1,1,0,6,0.036,1
13911,0,1,0,,0.043,1
13933,0,1,0,44,0.835,0
13960,1,1,0,40,0.3,1
13963,1,1,0,10,0.405,1
13984,1,1,0,34,0.404,1
14061,1,1,0,,0.038,1
14090,1,1,0,9,0.07,0
14006,1,1,0,31,1.486,1
14118,0,1,0,53,0,1
14133,0,1,0,,6.938,0
14150,1,1,0,8,0.1,0
14158,1,1,0,,0.1,1
14195,0,1,0,54,5,0
14306,0,1,0,18,3.365,1
14300,0,1,0,,0.58,1
14385,1,1,0,60,8.68,0
14460,0,1,0,4,1.445,0
14487,1,1,0,,3.081,0
14510,0,1,0,9,0.3,1
14531,1,1,0,19,0.05,1
14574,0,1,0,10,0.059,1
14594,1,1,0,13,0.456,1
14671,1,1,0,8,1.805,1
14691,1,1,0,55,1.901,1
14706,0,1,0,,0.75,1
14744,0,1,0,34,0.495,0
14745,0,1,0,38,3.735,0
14750,1,1,0,39,0.31,0
14754,1,1,0,10,4.878,0
14758,1,1,0,40,36.147,0
14770,1,1,0,45,0.35,1
14771,1,1,0,6,0.608,1
14810,,1,0,8,1.365,0
14865,0,1,0,49,4.714,1
14896,1,1,0,,0.315,1
14933,1,0,0,,1.931,0
14950,0,1,0,15,1.465,0
14954,0,1,0,14,10.869,0
14959,0,1,0,11,0.5,1
14975,0,1,0,68,9.008,0
15000,1,1,0,40,4.108,0
15010,1,0,0,8,0.15,1
15060,1,1,0,30,0.501,1
15080,1,1,0,39,4.8,1
15090,0,1,0,8,4.996,0
15037,0,1,0,49,88.71,0
15045,1,1,0,48,6.067,0
15050,0,1,0,7,4.995,0
15051,1,1,0,6,0.757,1
15098,0,1,0,1,0.1,0
15104,0,1,0,,1,1
15135,0,1,0,51,6.001,1
15183,1,1,,19,4.009,0
15185,0,1,0,39,0.3,1
15378,0,1,0,15,6.59,0
15383,0,1,0,8,1.39,0
15400,1,1,0,39,0.784,1
15406,0,1,0,1,3.108,0
15407,1,1,0,43,8.49,0
15435,1,1,,17,1.065,1
15438,0,1,0,9,0.5,1
15455,1,1,0,30,0.631,1
15475,1,1,0,6,1.105,0
15506,0,1,0,19,3.77,0
15561,0,1,0,48,6.144,0
15574,0,0,0,,3.065,1
15585,0,1,0,,0.356,1
15587,1,1,0,15,1.09,1
15601,1,1,0,16,0.105,1
15606,1,1,0,,0.04,0
15659,1,1,0,15,1.766,0
15680,0,1,0,31,1.316,0
15693,0,1,0,7,1.095,0
15731,0,0,0,40,0.6,0
15760,1,1,0,53,0.576,0
15799,0,1,0,5,0.5,1
15801,0,1,0,63,1.985,1
15805,,1,0,0,6.3,0
15870,1,1,0,,0.184,1
15898,1,1,0,55,0.06,0
15901,1,1,0,78,0.015,1
16013,1,1,0,40,1.903,0
16031,0,1,0,7,7.18,1
16070,1,0,0,69,3.11,0
16080,1,1,0,54,7.39,0
16013,0,1,0,9,1.908,0
16088,1,1,0,11,0.986,1
16139,1,1,0,40,3.775,1
16147,1,1,0,36,4.303,0
16170,0,1,0,8,0.764,1
16300,0,1,0,34,0.801,1
16306,1,1,0,,4,0
16315,1,1,0,10,0.06,1
16338,1,1,0,38,3.406,0
16345,1,1,0,41,0.494,1
16347,1,1,0,30,0.189,0
16371,1,1,0,10,0.946,1
16379,1,1,0,30,4.488,1
16383,0,0,0,41,3.64,0
16451,0,1,0,45,8.745,0
16456,0,1,0,41,0.18,1
16506,1,1,0,8,0.59,1
16534,1,1,0,0,0.06,0
16546,0,1,0,10,0.663,1
16561,1,1,0,73,1.546,1
16571,0,1,0,74,1.064,1
16580,1,1,0,17,0.036,0
16603,1,1,0,6,0,0
16614,1,1,0,45,1.903,1
16676,0,1,0,58,0.31,0
16677,0,1,0,,0.05,1
16697,0,1,0,9,3.05,0
16708,1,1,0,48,0.87,0
16738,1,1,0,37,0.935,1
16748,1,1,0,55,0.404,1
16769,0,1,0,5,1.475,0
16773,0,1,0,10,0.069,1
16798,1,1,0,,0.05,1
16844,0,1,0,47,3.675,0
16869,0,1,0,31,1.396,0
16870,1,1,0,11,4.035,0
16906,1,1,0,58,9.485,0
16908,0,1,0,14,0.15,1
16909,1,1,0,,0.161,0
16989,0,1,0,49,0.095,1
17039,1,1,0,86,1.694,1
17048,1,1,0,19,1.985,0
17101,0,1,0,,0.974,0
17148,1,1,0,63,4.504,0
17160,1,1,0,47,0.48,1
17165,1,1,0,8,0.879,1
17176,1,1,0,15,0.055,1
17196,1,1,0,14,1.65,0
17303,1,1,1,15,96.007,0
17334,0,1,0,78,0.078,1
17405,0,1,0,34,7.364,0
17433,0,1,0,17,0.05,1
17470,0,1,0,33,0.08,1
17487,0,1,0,35,0.95,1
17507,0,1,0,59,1.675,1
17550,1,1,0,33,3.03,0
17560,0,0,0,35,0.309,1
17599,0,1,0,35,1.717,0
17638,0,1,0,7,0.64,0
17700,1,1,0,40,0.711,0
17704,0,0,0,8,1.699,0
17708,1,0,0,13,1.006,0
17739,0,1,0,56,0.036,1
17749,1,1,0,38,0.507,1
17786,1,1,0,77,1,1
17790,0,1,0,33,0.6,1
17798,1,1,0,35,1.713,1
17801,1,1,0,16,5.6,1
17803,0,0,0,36,6.106,0
17843,0,1,0,,3.3,0
17897,1,,,58,0.648,1
17945,1,1,0,3,0.346,0
17954,1,1,0,39,0.45,1
17960,1,1,0,16,5.598,1
18089,0,0,0,47,6.07,0
18000,0,1,0,45,4.075,0
18037,1,1,0,10,5.88,1
18048,1,1,0,39,1.471,1
18057,0,1,0,47,0.08,0
18095,0,1,0,50,3.095,0
18109,1,1,0,65,4.558,1
18110,0,1,0,43,3.394,0
18194,1,1,0,16,0.895,1
18300,1,1,0,43,3.8,0
18319,0,1,0,9,0.19,0
18330,0,1,0,49,3.73,0
18340,1,1,0,54,7.367,0
18341,1,1,0,46,4.01,0
18368,0,1,0,36,8.476,0
18455,0,1,0,36,4.315,0
18460,0,1,0,50,3.786,0
18463,0,1,0,54,0.748,1
18509,1,1,0,40,0.005,1
18511,1,1,0,46,3.5,1
18550,0,1,0,6,0.354,0
18607,0,1,0,,0.3,1
18653,1,0,0,11,3.37,0
18663,1,1,0,0,7.169,0
18737,0,1,0,4,0.31,0
18753,1,1,0,4,0.19,1
18766,1,1,0,14,5.83,0
18784,0,1,0,30,1.816,0
18790,1,1,0,60,0.3,1
18795,1,1,0,,1,0
18803,1,1,0,,0.5,1
18835,0,1,1,36,3.909,1
18861,0,1,0,18,6.08,0
18887,1,1,0,46,0.73,1
18941,1,1,0,37,4.609,1
18945,1,1,0,,0.08,1
18954,1,1,0,6,0.06,1
18984,1,1,0,61,1.051,1
18987,0,1,0,10,0.1,1
18990,1,1,0,30,5.595,0
19075,0,1,0,8,3.514,0
19033,1,1,0,,0.05,1
19061,1,1,0,13,4.095,0
19067,0,1,0,36,1.59,1
19069,1,1,0,57,3.915,1
19070,1,1,0,61,0.39,1
19087,0,1,0,48,0.755,0
19093,0,0,0,17,0.579,1
19108,0,1,0,10,5.057,0
19173,1,1,0,30,1,0
19195,1,1,0,,4.165,0
19350,0,1,0,44,4.569,1
19389,1,1,0,13,3.807,0
19395,1,1,0,39,4.061,1
19406,0,1,0,13,0.13,1
19404,1,1,0,46,0.507,0
19410,0,0,0,51,40.574,0
19440,1,1,0,7,3.734,1
19446,1,1,,7,0.156,0
19447,0,0,0,5,1.45,0
19465,1,1,0,54,4.097,0
19490,0,1,0,,0.15,1
19558,0,1,0,44,3.549,1
19560,1,0,1,45,3.37,0
19609,1,1,0,0,0.09,1
19605,0,1,0,37,1.951,0
19670,0,1,0,59,0.188,1
19683,0,0,0,3,0.378,0
19701,1,1,0,6,3.53,0
19710,1,1,0,5,0.155,1
19761,0,1,0,,1.34,1
19765,1,0,0,40,10.718,0
19790,0,,,11,3.318,1
19814,0,1,0,34,0.05,1
19837,0,1,0,76,0.15,0
19857,,,,,0,1
19884,1,1,0,50,1.065,0
19961,1,1,0,6,4.065,1
30010,0,,,,3.49,0
30017,1,1,0,3,0.095,0
30033,0,1,0,9,3.578,1
30085,0,1,0,13,0.746,1
30064,1,1,0,68,0.004,1
30163,0,1,0,16,1.909,0
30306,,1,0,,3.675,0
30357,0,1,0,56,15.001,0
30381,0,1,0,38,5.06,0
30384,1,1,0,13,1.6,1
30430,1,1,0,37,13.789,0
30436,0,1,0,,0.098,1
30448,0,0,0,9,3.76,0
30483,1,,,33,4.835,0
30490,0,1,0,0,0.309,1
30498,0,1,0,10,3.19,0
30501,1,1,0,34,0.674,1
30548,0,1,0,,0.04,1
30557,0,1,0,40,0.915,1
30588,1,1,0,44,13,0
30594,0,1,0,9,1.393,1
30634,0,1,0,48,3.549,0
30670,1,1,0,0,0.535,0
30683,1,1,0,5,0.17,0
30759,0,1,0,,4.03,0
30781,1,1,0,7,0.599,1
30790,0,1,0,18,1.605,0
30793,1,1,0,35,4.333,0
30799,0,1,0,76,3.756,0
30816,1,1,0,17,0.497,1
30900,1,1,0,,4.673,0
30908,0,0,0,15,1.009,1
30903,1,1,0,,0.15,1
30909,1,1,0,11,0.436,1
30915,0,1,0,38,0.8,1
30931,1,1,0,6,3.78,0
30948,1,1,0,53,0.405,1
30013,1,1,0,47,0.019,1
30050,0,1,0,40,3.59,0
30051,1,1,0,3,0.607,0
30063,1,1,0,55,3.348,1
30015,0,1,0,80,0.347,1
30040,1,1,0,9,1.747,1
30065,1,1,0,51,4.017,0
30108,1,1,0,7,0.358,1
30179,1,1,0,7,0.06,1
30383,1,1,0,11,8.641,0
30389,1,1,0,10,0.339,1
30408,1,1,0,19,5.1,0
30403,1,1,0,40,0.835,1
30507,1,1,0,30,0.39,1
30584,1,1,0,47,0.6,1
30675,1,1,0,8,1.595,0
30709,1,1,0,48,1.334,0
30751,,1,0,34,0.15,1
30770,1,1,0,33,0.706,0
30775,1,1,0,44,3.713,0
30783,0,1,0,,3.899,0
30806,0,1,0,,0.161,0
30816,0,1,0,46,1.807,0
30840,1,1,0,,0.57,1
30858,1,1,0,39,0.944,1
30880,0,1,0,,0.1,1
30903,1,0,0,49,4.491,1
30957,1,1,0,58,3.306,0
30961,1,1,0,,1.64,1
30976,1,1,0,0,0.763,0
30998,1,1,0,15,1.556,0
31003,1,1,0,70,0.095,0
31011,1,1,0,40,0.398,1
31016,1,1,0,8,0.015,1
31036,0,1,0,30,3.57,0
31056,1,0,0,31,3.343,0
31059,0,1,0,46,6.04,0
31075,1,1,0,10,1.673,0
31096,1,1,0,,0.175,1
31001,0,1,0,50,0.135,1
31008,,1,0,45,0.358,1
31010,1,1,0,8,0,1
31041,0,1,0,50,1.015,0
31056,1,1,0,,0.37,0
31081,0,,,7,1.85,0
31094,0,1,0,17,1.968,0
31107,1,1,0,0,0.3,0
31111,0,1,0,66,1.545,1
31118,0,1,0,37,4.318,0
31141,0,1,0,48,0.455,1
31159,0,1,1,30,30.64,0
31330,0,1,0,7,0.453,1
31350,1,1,0,36,6.908,1
31386,0,1,0,39,4.3,0
31388,0,1,0,0,0.44,1
31400,1,1,0,35,1.701,0
31480,0,1,0,0,0.013,0
31500,1,1,0,39,0.936,0
31508,0,1,0,36,0.507,1
31531,0,1,0,,0.565,0
31556,1,1,0,37,0.193,1
31581,1,1,0,,7.551,0
31590,0,1,0,50,1.608,0
31594,1,1,0,,3.5,0
31637,1,1,0,7,0.449,1
31667,0,1,0,40,3.735,0
31700,1,1,0,34,0.15,1
31739,1,1,0,18,0.85,1
31750,1,1,0,0,0.3,1
31784,1,1,0,5,0.19,1
31798,1,1,,50,3.3,0
31905,0,1,0,9,7.6,0
31944,1,1,0,9,6.459,0
31960,1,1,0,50,4.986,0
31994,0,1,0,36,0.465,0
33005,0,1,0,30,3.735,0
33033,1,1,0,0,0.067,0
33047,0,0,0,30,4.147,0
33054,0,1,0,8,0.485,1
33015,1,1,0,40,0.05,1
33037,1,1,1,44,55.709,0
33050,0,0,0,10,0.04,1
33068,1,1,0,4,1.165,1
33073,1,1,0,41,5.6,0
33085,0,1,1,,6.1,1
33144,1,1,0,19,1.537,1
33150,0,1,0,10,0.964,1
33165,0,1,0,40,0.749,1
33177,1,1,0,,1.041,0
33198,1,1,0,18,3.18,0
33307,0,1,0,36,4.448,1
33318,0,0,0,,3.8,0
33330,1,1,0,8,1.195,1
33379,1,1,0,19,7.393,1
33440,0,1,0,71,1.595,0
33450,1,1,0,,0.7,1
33455,1,1,0,9,0.364,1
33466,1,1,0,,3.845,0
33468,1,1,0,,0.5,1
33498,0,1,0,,0,1
33503,1,1,0,38,0.005,1
33553,1,1,0,10,0.019,1
33587,1,1,0,43,5.434,0
33590,0,1,0,30,3.034,0
33607,1,1,0,40,0.905,0
33614,0,1,0,40,5.168,0
33661,1,1,0,45,14.884,0
33687,1,1,0,7,0.986,1
33697,0,1,0,7,0.107,1
33741,0,1,0,8,1.105,0
33744,1,0,,10,0.158,1
33750,0,1,0,7,3.535,0
33759,1,1,0,,0.07,1
33778,0,1,0,34,0.763,1
33840,1,1,0,,0.54,1
33858,0,1,0,,3.437,0
33865,1,1,0,1,0.08,1
33881,1,1,0,9,5.46,0
33883,0,1,0,10,6.564,0
34000,1,1,0,9,3.169,0
34035,1,1,0,7,0.688,0
34050,1,1,0,70,0.505,0
34055,0,1,0,14,0.4,0
34085,1,1,0,33,0.535,1
34011,0,1,0,33,6.817,1
34030,1,1,0,3,0.95,0
34066,1,1,0,9,0,1
34089,0,1,0,49,0,1
34104,1,1,0,16,0.06,1
34100,0,1,0,,0.576,1
34110,1,1,0,46,3.705,0
34113,1,1,0,39,0.099,1
34145,1,0,0,8,3.177,0
34153,1,1,0,30,0.688,1
